State,County,Percent_COPD,Quartile
Michigan,Bay,7.3,7.1 - 8.1
Michigan,Calhoun,7.3,7.1 - 8.1
Michigan,Menominee,7.3,7.1 - 8.1
Michigan,Muskegon,7.3,7.1 - 8.1
Michigan,Shiawassee,7.3,7.1 - 8.1
Mississippi,Tate,7.3,7.1 - 8.1
Missouri,Cape Girardeau,7.3,7.1 - 8.1
Missouri,Franklin,7.3,7.1 - 8.1
Missouri,St. Louis City,7.3,7.1 - 8.1
Montana,Lincoln,7.3,7.1 - 8.1
New York,Broome,7.3,7.1 - 8.1
New York,Jefferson,7.3,7.1 - 8.1
New York,Niagara,7.3,7.1 - 8.1
New York,Steuben,7.3,7.1 - 8.1
New York,Wyoming,7.3,7.1 - 8.1
North Carolina,Avery,7.3,7.1 - 8.1
North Carolina,Davidson,7.3,7.1 - 8.1
North Carolina,Gates,7.3,7.1 - 8.1
North Carolina,Macon,7.3,7.1 - 8.1
North Carolina,Wayne,7.3,7.1 - 8.1
Ohio,Defiance,7.3,7.1 - 8.1
Oklahoma,Pontotoc,7.3,7.1 - 8.1
Oklahoma,Washita,7.3,7.1 - 8.1
Oregon,Wheeler,7.3,7.1 - 8.1
Pennsylvania,Fulton,7.3,7.1 - 8.1
Pennsylvania,Greene,7.3,7.1 - 8.1
Pennsylvania,Northumberland,7.3,7.1 - 8.1
Pennsylvania,Schuylkill,7.3,7.1 - 8.1
Pennsylvania,Tioga,7.3,7.1 - 8.1
Texas,Erath,7.3,7.1 - 8.1
Texas,Kimble,7.3,7.1 - 8.1
Texas,Lavaca,7.3,7.1 - 8.1
Texas,McLennan,7.3,7.1 - 8.1
Texas,McMullen,7.3,7.1 - 8.1
Texas,Wichita,7.3,7.1 - 8.1
Texas,Young,7.3,7.1 - 8.1
Utah,San Juan,7.3,7.1 - 8.1
Virginia,Amherst,7.3,7.1 - 8.1
Virginia,Craig,7.3,7.1 - 8.1
Virginia,Franklin,7.3,7.1 - 8.1
Virginia,Surry,7.3,7.1 - 8.1
Virginia,Washington,7.3,7.1 - 8.1
West Virginia,Jefferson,7.3,7.1 - 8.1
Alaska,Wrangell,7.4,7.1 - 8.1
Arizona,Mohave,7.4,7.1 - 8.1
Arkansas,Calhoun,7.4,7.1 - 8.1
Arkansas,Craighead,7.4,7.1 - 8.1
Arkansas,Garland,7.4,7.1 - 8.1
Arkansas,Grant,7.4,7.1 - 8.1
California,Modoc,7.4,7.1 - 8.1
Georgia,Fannin,7.4,7.1 - 8.1
Georgia,Screven,7.4,7.1 - 8.1
Georgia,Spalding,7.4,7.1 - 8.1
Idaho,Benewah,7.4,7.1 - 8.1
Illinois,Cass,7.4,7.1 - 8.1
Illinois,Coles,7.4,7.1 - 8.1
Illinois,Fulton,7.4,7.1 - 8.1
Illinois,Iroquois,7.4,7.1 - 8.1
Illinois,Johnson,7.4,7.1 - 8.1
Illinois,McDonough,7.4,7.1 - 8.1
Illinois,Macoupin,7.4,7.1 - 8.1
Illinois,Mason,7.4,7.1 - 8.1
Illinois,Montgomery,7.4,7.1 - 8.1
Indiana,Clark,7.4,7.1 - 8.1
Indiana,Franklin,7.4,7.1 - 8.1
Indiana,Spencer,7.4,7.1 - 8.1
Indiana,Tipton,7.4,7.1 - 8.1
Kansas,Jewell,7.4,7.1 - 8.1
Louisiana,Bossier,7.4,7.1 - 8.1
Louisiana,Calcasieu,7.4,7.1 - 8.1
Maine,Franklin,7.4,7.1 - 8.1
Michigan,Delta,7.4,7.1 - 8.1
Michigan,Saginaw,7.4,7.1 - 8.1
Mississippi,Itawamba,7.4,7.1 - 8.1
Mississippi,Pearl River,7.4,7.1 - 8.1
Missouri,Callaway,7.4,7.1 - 8.1
Missouri,Howard,7.4,7.1 - 8.1
Missouri,Lincoln,7.4,7.1 - 8.1
Missouri,Putnam,7.4,7.1 - 8.1
Nebraska,Thurston,7.4,7.1 - 8.1
New York,Lewis,7.4,7.1 - 8.1
New York,Washington,7.4,7.1 - 8.1
North Carolina,Beaufort,7.4,7.1 - 8.1
North Carolina,Caswell,7.4,7.1 - 8.1
North Carolina,Jackson,7.4,7.1 - 8.1
North Carolina,Rowan,7.4,7.1 - 8.1
Ohio,Cuyahoga,7.4,7.1 - 8.1
Ohio,Erie,7.4,7.1 - 8.1
Ohio,Fulton,7.4,7.1 - 8.1
Ohio,Lorain,7.4,7.1 - 8.1
Ohio,Wyandot,7.4,7.1 - 8.1
Oklahoma,Noble,7.4,7.1 - 8.1
Oklahoma,Washington,7.4,7.1 - 8.1
Pennsylvania,Bedford,7.4,7.1 - 8.1
Pennsylvania,Bradford,7.4,7.1 - 8.1
South Carolina,Bamberg,7.4,7.1 - 8.1
South Carolina,Williamsburg,7.4,7.1 - 8.1
Tennessee,Fayette,7.4,7.1 - 8.1
Tennessee,Loudon,7.4,7.1 - 8.1
Tennessee,Shelby,7.4,7.1 - 8.1
Texas,Baylor,7.4,7.1 - 8.1
Texas,Bosque,7.4,7.1 - 8.1
Texas,Brown,7.4,7.1 - 8.1
Texas,Concho,7.4,7.1 - 8.1
Texas,Hill,7.4,7.1 - 8.1
Texas,Hockley,7.4,7.1 - 8.1
Texas,Howard,7.4,7.1 - 8.1
Texas,Hunt,7.4,7.1 - 8.1
Texas,Karnes,7.4,7.1 - 8.1
Texas,Rains,7.4,7.1 - 8.1
Texas,Scurry,7.4,7.1 - 8.1
Texas,Stephens,7.4,7.1 - 8.1
Texas,Willacy,7.4,7.1 - 8.1
Texas,Zapata,7.4,7.1 - 8.1
Vermont,Essex,7.4,7.1 - 8.1
Virginia,Appomattox,7.4,7.1 - 8.1
Virginia,Charles City,7.4,7.1 - 8.1
Virginia,Pulaski,7.4,7.1 - 8.1
Virginia,Sussex,7.4,7.1 - 8.1
Washington,Okanogan,7.4,7.1 - 8.1
Alabama,Colbert,7.5,7.1 - 8.1
Alabama,Coosa,7.5,7.1 - 8.1
Arkansas,Carroll,7.5,7.1 - 8.1
Georgia,Crawford,7.5,7.1 - 8.1
Georgia,Dade,7.5,7.1 - 8.1
Georgia,Jasper,7.5,7.1 - 8.1
Georgia,Rabun,7.5,7.1 - 8.1
Georgia,Schley,7.5,7.1 - 8.1
Illinois,Greene,7.5,7.1 - 8.1
Illinois,Hamilton,7.5,7.1 - 8.1
Illinois,Jackson,7.5,7.1 - 8.1
Illinois,Morgan,7.5,7.1 - 8.1
Indiana,Jasper,7.5,7.1 - 8.1
Indiana,Ripley,7.5,7.1 - 8.1
Kansas,Cherokee,7.5,7.1 - 8.1
Kansas,Montgomery,7.5,7.1 - 8.1
Kansas,Wilson,7.5,7.1 - 8.1
Kentucky,Shelby,7.5,7.1 - 8.1
Louisiana,East Feliciana,7.5,7.1 - 8.1
Maine,Penobscot,7.5,7.1 - 8.1
Michigan,Alger,7.5,7.1 - 8.1
Michigan,Crawford,7.5,7.1 - 8.1
Michigan,Gratiot,7.5,7.1 - 8.1
Michigan,Huron,7.5,7.1 - 8.1
Michigan,Van Buren,7.5,7.1 - 8.1
Mississippi,Forrest,7.5,7.1 - 8.1
Mississippi,Lincoln,7.5,7.1 - 8.1
Mississippi,Webster,7.5,7.1 - 8.1
Missouri,Clinton,7.5,7.1 - 8.1
Missouri,Greene,7.5,7.1 - 8.1
Montana,Rosebud,7.5,7.1 - 8.1
Montana,Sanders,7.5,7.1 - 8.1
New Hampshire,Coos,7.5,7.1 - 8.1
New York,Delaware,7.5,7.1 - 8.1
New York,Oneida,7.5,7.1 - 8.1
New York,Schuyler,7.5,7.1 - 8.1
New York,Yates,7.5,7.1 - 8.1
North Carolina,Ashe,7.5,7.1 - 8.1
North Carolina,McDowell,7.5,7.1 - 8.1
North Carolina,Yancey,7.5,7.1 - 8.1
Oklahoma,Texas,7.5,7.1 - 8.1
Oregon,Coos,7.5,7.1 - 8.1
Pennsylvania,Clarion,7.5,7.1 - 8.1
Pennsylvania,Crawford,7.5,7.1 - 8.1
South Carolina,Edgefield,7.5,7.1 - 8.1
South Dakota,Charles Mix,7.5,7.1 - 8.1
South Dakota,Tripp,7.5,7.1 - 8.1
Texas,Coke,7.5,7.1 - 8.1
Texas,DeWitt,7.5,7.1 - 8.1
Texas,Gonzales,7.5,7.1 - 8.1
Texas,Harrison,7.5,7.1 - 8.1
Texas,Jefferson,7.5,7.1 - 8.1
Texas,Lynn,7.5,7.1 - 8.1
Texas,Milam,7.5,7.1 - 8.1
Texas,Orange,7.5,7.1 - 8.1
Texas,Rusk,7.5,7.1 - 8.1
Texas,Stonewall,7.5,7.1 - 8.1
Virginia,Amelia,7.5,7.1 - 8.1
Virginia,Bland,7.5,7.1 - 8.1
Virginia,Giles,7.5,7.1 - 8.1
Virginia,Mecklenburg,7.5,7.1 - 8.1
Virginia,Shenandoah,7.5,7.1 - 8.1
Virginia,Waynesboro,7.5,7.1 - 8.1
West Virginia,Monongalia,7.5,7.1 - 8.1
Alabama,Mobile,7.6,7.1 - 8.1
Arkansas,Clark,7.6,7.1 - 8.1
Arkansas,Little River,7.6,7.1 - 8.1
California,Del Norte,7.6,7.1 - 8.1
Colorado,Baca,7.6,7.1 - 8.1
Georgia,Floyd,7.6,7.1 - 8.1
Georgia,Walker,7.6,7.1 - 8.1
Idaho,Owyhee,7.6,7.1 - 8.1
Illinois,Brown,7.6,7.1 - 8.1
Illinois,Pike,7.6,7.1 - 8.1
Illinois,Union,7.6,7.1 - 8.1
Indiana,Carroll,7.6,7.1 - 8.1
Indiana,Harrison,7.6,7.1 - 8.1
Indiana,Huntington,7.6,7.1 - 8.1
Indiana,Perry,7.6,7.1 - 8.1
Indiana,Shelby,7.6,7.1 - 8.1
Indiana,Union,7.6,7.1 - 8.1
Indiana,White,7.6,7.1 - 8.1
Iowa,Clarke,7.6,7.1 - 8.1
Kentucky,Franklin,7.6,7.1 - 8.1
Kentucky,Nelson,7.6,7.1 - 8.1
Michigan,Alcona,7.6,7.1 - 8.1
Michigan,Cheboygan,7.6,7.1 - 8.1
Michigan,Chippewa,7.6,7.1 - 8.1
Michigan,Gogebic,7.6,7.1 - 8.1
Michigan,Mackinac,7.6,7.1 - 8.1
Michigan,Oceana,7.6,7.1 - 8.1
Michigan,Ontonagon,7.6,7.1 - 8.1
Michigan,Presque Isle,7.6,7.1 - 8.1
Michigan,Wexford,7.6,7.1 - 8.1
Mississippi,Copiah,7.6,7.1 - 8.1
Missouri,Camden,7.6,7.1 - 8.1
Missouri,Lafayette,7.6,7.1 - 8.1
Missouri,Pulaski,7.6,7.1 - 8.1
Missouri,Ste. Genevieve,7.6,7.1 - 8.1
Missouri,Saline,7.6,7.1 - 8.1
Montana,Deer Lodge,7.6,7.1 - 8.1
New York,Cayuga,7.6,7.1 - 8.1
New York,Chemung,7.6,7.1 - 8.1
New York,Clinton,7.6,7.1 - 8.1
New York,Seneca,7.6,7.1 - 8.1
North Carolina,Randolph,7.6,7.1 - 8.1
Ohio,Henry,7.6,7.1 - 8.1
Ohio,Madison,7.6,7.1 - 8.1
Ohio,Preble,7.6,7.1 - 8.1
Oklahoma,Osage,7.6,7.1 - 8.1
Oklahoma,Payne,7.6,7.1 - 8.1
Oklahoma,Woodward,7.6,7.1 - 8.1
Oregon,Josephine,7.6,7.1 - 8.1
Oregon,Klamath,7.6,7.1 - 8.1
Oregon,Morrow,7.6,7.1 - 8.1
Pennsylvania,Clearfield,7.6,7.1 - 8.1
Pennsylvania,Clinton,7.6,7.1 - 8.1
Pennsylvania,Juniata,7.6,7.1 - 8.1
Pennsylvania,McKean,7.6,7.1 - 8.1
Tennessee,Blount,7.6,7.1 - 8.1
Texas,Aransas,7.6,7.1 - 8.1
Texas,Bowie,7.6,7.1 - 8.1
Texas,Childress,7.6,7.1 - 8.1
Texas,Dickens,7.6,7.1 - 8.1
Texas,Gregg,7.6,7.1 - 8.1
Texas,Hardin,7.6,7.1 - 8.1
Texas,Hopkins,7.6,7.1 - 8.1
Texas,Matagorda,7.6,7.1 - 8.1
Texas,Mitchell,7.6,7.1 - 8.1
Texas,Throckmorton,7.6,7.1 - 8.1
Texas,Wood,7.6,7.1 - 8.1
Virginia,Patrick,7.6,7.1 - 8.1
Alabama,Houston,7.7,7.1 - 8.1
Alabama,Macon,7.7,7.1 - 8.1
Alabama,Morgan,7.7,7.1 - 8.1
Arkansas,Jefferson,7.7,7.1 - 8.1
Arkansas,Prairie,7.7,7.1 - 8.1
Colorado,Bent,7.7,7.1 - 8.1
Georgia,Bleckley,7.7,7.1 - 8.1
Georgia,Butts,7.7,7.1 - 8.1
Georgia,Hart,7.7,7.1 - 8.1
Georgia,Long,7.7,7.1 - 8.1
Georgia,Sumter,7.7,7.1 - 8.1
Illinois,Hardin,7.7,7.1 - 8.1
Illinois,Knox,7.7,7.1 - 8.1
Illinois,Massac,7.7,7.1 - 8.1
Illinois,Randolph,7.7,7.1 - 8.1
Indiana,Clay,7.7,7.1 - 8.1
Indiana,DeKalb,7.7,7.1 - 8.1
Indiana,Gibson,7.7,7.1 - 8.1
Indiana,Howard,7.7,7.1 - 8.1
Indiana,Noble,7.7,7.1 - 8.1
Indiana,Ohio,7.7,7.1 - 8.1
Louisiana,Plaquemines,7.7,7.1 - 8.1
Maine,Androscoggin,7.7,7.1 - 8.1
Michigan,Genesee,7.7,7.1 - 8.1
Michigan,Luce,7.7,7.1 - 8.1
Michigan,Montcalm,7.7,7.1 - 8.1
Michigan,St. Joseph,7.7,7.1 - 8.1
Mississippi,Greene,7.7,7.1 - 8.1
Missouri,Gasconade,7.7,7.1 - 8.1
Montana,Blaine,7.7,7.1 - 8.1
Montana,Wheatland,7.7,7.1 - 8.1
Nevada,Lander,7.7,7.1 - 8.1
New Mexico,Luna,7.7,7.1 - 8.1
New York,Chenango,7.7,7.1 - 8.1
North Carolina,Cherokee,7.7,7.1 - 8.1
North Carolina,Montgomery,7.7,7.1 - 8.1
North Carolina,Yadkin,7.7,7.1 - 8.1
Oklahoma,Dewey,7.7,7.1 - 8.1
Oklahoma,Harmon,7.7,7.1 - 8.1
Oklahoma,Pottawatomie,7.7,7.1 - 8.1
Pennsylvania,Jefferson,7.7,7.1 - 8.1
Pennsylvania,Potter,7.7,7.1 - 8.1
South Carolina,Abbeville,7.7,7.1 - 8.1
South Carolina,Darlington,7.7,7.1 - 8.1
South Dakota,Lyman,7.7,7.1 - 8.1
South Dakota,Roberts,7.7,7.1 - 8.1
Texas,Coleman,7.7,7.1 - 8.1
Texas,Delta,7.7,7.1 - 8.1
Texas,Donley,7.7,7.1 - 8.1
Texas,Fannin,7.7,7.1 - 8.1
Texas,Gaines,7.7,7.1 - 8.1
Texas,Hansford,7.7,7.1 - 8.1
Texas,Lee,7.7,7.1 - 8.1
Texas,Montague,7.7,7.1 - 8.1
Texas,Palo Pinto,7.7,7.1 - 8.1
Texas,Starr,7.7,7.1 - 8.1
Texas,Van Zandt,7.7,7.1 - 8.1
Virginia,Alleghany,7.7,7.1 - 8.1
Virginia,Roanoke City,7.7,7.1 - 8.1
Washington,Ferry,7.7,7.1 - 8.1
Alabama,Blount,7.8,7.1 - 8.1
Alabama,Cullman,7.8,7.1 - 8.1
Alabama,Dale,7.8,7.1 - 8.1
Alabama,Pike,7.8,7.1 - 8.1
Arkansas,Arkansas,7.8,7.1 - 8.1
Arkansas,Dallas,7.8,7.1 - 8.1
Arkansas,Sebastian,7.8,7.1 - 8.1
Arkansas,Union,7.8,7.1 - 8.1
Georgia,Banks,7.8,7.1 - 8.1
Georgia,Dougherty,7.8,7.1 - 8.1
Georgia,Franklin,7.8,7.1 - 8.1
Georgia,Grady,7.8,7.1 - 8.1
Georgia,McDuffie,7.8,7.1 - 8.1
Georgia,Tift,7.8,7.1 - 8.1
Illinois,Clay,7.8,7.1 - 8.1
Illinois,Lawrence,7.8,7.1 - 8.1
Illinois,Marion,7.8,7.1 - 8.1
Illinois,Vermilion,7.8,7.1 - 8.1
Indiana,Morgan,7.8,7.1 - 8.1
Indiana,Putnam,7.8,7.1 - 8.1
Indiana,Vanderburgh,7.8,7.1 - 8.1
Iowa,Appanoose,7.8,7.1 - 8.1
Kansas,Harper,7.8,7.1 - 8.1
Kentucky,Hardin,7.8,7.1 - 8.1
Kentucky,Jessamine,7.8,7.1 - 8.1
Maryland,Somerset,7.8,7.1 - 8.1
Michigan,Iron,7.8,7.1 - 8.1
Michigan,Missaukee,7.8,7.1 - 8.1
Mississippi,Lauderdale,7.8,7.1 - 8.1
Mississippi,Pontotoc,7.8,7.1 - 8.1
Missouri,Chariton,7.8,7.1 - 8.1
Missouri,Cooper,7.8,7.1 - 8.1
Missouri,Holt,7.8,7.1 - 8.1
Missouri,Warren,7.8,7.1 - 8.1
Nevada,Nye,7.8,7.1 - 8.1
New Mexico,Cibola,7.8,7.1 - 8.1
New York,Allegany,7.8,7.1 - 8.1
New York,Herkimer,7.8,7.1 - 8.1
North Carolina,Cleveland,7.8,7.1 - 8.1
North Carolina,Graham,7.8,7.1 - 8.1
North Carolina,Stokes,7.8,7.1 - 8.1
Ohio,Logan,7.8,7.1 - 8.1
Ohio,Montgomery,7.8,7.1 - 8.1
Ohio,Sandusky,7.8,7.1 - 8.1
Ohio,Van Wert,7.8,7.1 - 8.1
Oklahoma,Carter,7.8,7.1 - 8.1
Oklahoma,Creek,7.8,7.1 - 8.1
Oklahoma,Ellis,7.8,7.1 - 8.1
Oregon,Harney,7.8,7.1 - 8.1
Oregon,Lake,7.8,7.1 - 8.1
Oregon,Malheur,7.8,7.1 - 8.1
Pennsylvania,Fayette,7.8,7.1 - 8.1
South Carolina,Chester,7.8,7.1 - 8.1
South Carolina,Colleton,7.8,7.1 - 8.1
South Carolina,Fairfield,7.8,7.1 - 8.1
South Carolina,Orangeburg,7.8,7.1 - 8.1
South Carolina,Saluda,7.8,7.1 - 8.1
Tennessee,Cheatham,7.8,7.1 - 8.1
Tennessee,Robertson,7.8,7.1 - 8.1
Texas,Crosby,7.8,7.1 - 8.1
Texas,Freestone,7.8,7.1 - 8.1
Texas,Jeff Davis,7.8,7.1 - 8.1
Texas,Knox,7.8,7.1 - 8.1
Texas,Lamb,7.8,7.1 - 8.1
Texas,McCulloch,7.8,7.1 - 8.1
Texas,Morris,7.8,7.1 - 8.1
Texas,Robertson,7.8,7.1 - 8.1
Utah,Piute,7.8,7.1 - 8.1
Virginia,Greensville,7.8,7.1 - 8.1
Virginia,Petersburg,7.8,7.1 - 8.1
Wyoming,Niobrara,7.8,7.1 - 8.1
Alabama,Chambers,7.9,7.1 - 8.1
Alabama,Henry,7.9,7.1 - 8.1
Alabama,Russell,7.9,7.1 - 8.1
Alaska,Prince of Wales-Hyder,7.9,7.1 - 8.1
Arkansas,Boone,7.9,7.1 - 8.1
California,Trinity,7.9,7.1 - 8.1
Georgia,Decatur,7.9,7.1 - 8.1
Georgia,McIntosh,7.9,7.1 - 8.1
Georgia,Miller,7.9,7.1 - 8.1
Georgia,Seminole,7.9,7.1 - 8.1
Georgia,Worth,7.9,7.1 - 8.1
Idaho,Shoshone,7.9,7.1 - 8.1
Illinois,Saline,7.9,7.1 - 8.1
Illinois,Wayne,7.9,7.1 - 8.1
Indiana,Clinton,7.9,7.1 - 8.1
Indiana,Lawrence,7.9,7.1 - 8.1
Indiana,Montgomery,7.9,7.1 - 8.1
Indiana,Newton,7.9,7.1 - 8.1
Indiana,Pike,7.9,7.1 - 8.1
Iowa,Van Buren,7.9,7.1 - 8.1
Louisiana,Beauregard,7.9,7.1 - 8.1
Louisiana,Vernon,7.9,7.1 - 8.1
Michigan,Branch,7.9,7.1 - 8.1
Michigan,Mecosta,7.9,7.1 - 8.1
Michigan,Newaygo,7.9,7.1 - 8.1
Michigan,Tuscola,7.9,7.1 - 8.1
Michigan,Wayne,7.9,7.1 - 8.1
Mississippi,Choctaw,7.9,7.1 - 8.1
Mississippi,Clay,7.9,7.1 - 8.1
Mississippi,Jasper,7.9,7.1 - 8.1
Mississippi,Kemper,7.9,7.1 - 8.1
Mississippi,Monroe,7.9,7.1 - 8.1
Missouri,DeKalb,7.9,7.1 - 8.1
Missouri,Macon,7.9,7.1 - 8.1
Missouri,Moniteau,7.9,7.1 - 8.1
Missouri,Nodaway,7.9,7.1 - 8.1
Missouri,Perry,7.9,7.1 - 8.1
New Mexico,San Juan,7.9,7.1 - 8.1
North Carolina,Caldwell,7.9,7.1 - 8.1
North Carolina,Chowan,7.9,7.1 - 8.1
North Carolina,Rockingham,7.9,7.1 - 8.1
North Carolina,Sampson,7.9,7.1 - 8.1
North Carolina,Vance,7.9,7.1 - 8.1
Ohio,Champaign,7.9,7.1 - 8.1
Ohio,Lucas,7.9,7.1 - 8.1
Ohio,Stark,7.9,7.1 - 8.1
Oklahoma,Stephens,7.9,7.1 - 8.1
South Carolina,Cherokee,7.9,7.1 - 8.1
South Carolina,Clarendon,7.9,7.1 - 8.1
South Carolina,Laurens,7.9,7.1 - 8.1
Tennessee,Washington,7.9,7.1 - 8.1
Texas,Camp,7.9,7.1 - 8.1
Texas,Grimes,7.9,7.1 - 8.1
Texas,Madison,7.9,7.1 - 8.1
Texas,Panola,7.9,7.1 - 8.1
Texas,Titus,7.9,7.1 - 8.1
Virginia,Westmoreland,7.9,7.1 - 8.1
Alabama,Marshall,8.0,7.1 - 8.1
Alaska,Lake and Peninsula,8.0,7.1 - 8.1
Arkansas,Newton,8.0,7.1 - 8.1
Colorado,Crowley,8.0,7.1 - 8.1
Georgia,Dooly,8.0,7.1 - 8.1
Georgia,Glascock,8.0,7.1 - 8.1
Georgia,Lincoln,8.0,7.1 - 8.1
Georgia,Polk,8.0,7.1 - 8.1
Georgia,Pulaski,8.0,7.1 - 8.1
Georgia,Talbot,8.0,7.1 - 8.1
Georgia,Taliaferro,8.0,7.1 - 8.1
Georgia,Toombs,8.0,7.1 - 8.1
Illinois,Gallatin,8.0,7.1 - 8.1
Illinois,Pope,8.0,7.1 - 8.1
Illinois,Pulaski,8.0,7.1 - 8.1
Illinois,White,8.0,7.1 - 8.1
Indiana,LaPorte,8.0,7.1 - 8.1
Indiana,Marshall,8.0,7.1 - 8.1
Kentucky,Anderson,8.0,7.1 - 8.1
Kentucky,Warren,8.0,7.1 - 8.1
Louisiana,Caddo,8.0,7.1 - 8.1
Louisiana,Cameron,8.0,7.1 - 8.1
Louisiana,Rapides,8.0,7.1 - 8.1
Michigan,Alpena,8.0,7.1 - 8.1
Michigan,Arenac,8.0,7.1 - 8.1
Michigan,Baraga,8.0,7.1 - 8.1
Michigan,Roscommon,8.0,7.1 - 8.1
Mississippi,Covington,8.0,7.1 - 8.1
Mississippi,Grenada,8.0,7.1 - 8.1
Mississippi,Jones,8.0,7.1 - 8.1
Mississippi,Union,8.0,7.1 - 8.1
Montana,Prairie,8.0,7.1 - 8.1
New York,Montgomery,8.0,7.1 - 8.1
New York,Oswego,8.0,7.1 - 8.1
North Carolina,Burke,8.0,7.1 - 8.1
North Carolina,Duplin,8.0,7.1 - 8.1
North Carolina,Hertford,8.0,7.1 - 8.1
North Carolina,Rutherford,8.0,7.1 - 8.1
North Carolina,Tyrrell,8.0,7.1 - 8.1
Ohio,Allen,8.0,7.1 - 8.1
Ohio,Seneca,8.0,7.1 - 8.1
Ohio,Shelby,8.0,7.1 - 8.1
Ohio,Williams,8.0,7.1 - 8.1
Oklahoma,Beckham,8.0,7.1 - 8.1
Oklahoma,Blaine,8.0,7.1 - 8.1
Oklahoma,Lincoln,8.0,7.1 - 8.1
Oklahoma,Murray,8.0,7.1 - 8.1
Oklahoma,Pawnee,8.0,7.1 - 8.1
Oklahoma,Roger Mills,8.0,7.1 - 8.1
Pennsylvania,Forest,8.0,7.1 - 8.1
South Carolina,Lee,8.0,7.1 - 8.1
Tennessee,Dickson,8.0,7.1 - 8.1
Tennessee,Roane,8.0,7.1 - 8.1
Tennessee,Tipton,8.0,7.1 - 8.1
Texas,Culberson,8.0,7.1 - 8.1
Texas,Edwards,8.0,7.1 - 8.1
Texas,Gray,8.0,7.1 - 8.1
Texas,Hall,8.0,7.1 - 8.1
Texas,Navarro,8.0,7.1 - 8.1
Virginia,Accomack,8.0,7.1 - 8.1
Virginia,Prince Edward,8.0,7.1 - 8.1
Virginia,Wythe,8.0,7.1 - 8.1
Virginia,Harrisonburg,8.0,7.1 - 8.1
Alabama,Etowah,8.1,7.1 - 8.1
Alabama,Tallapoosa,8.1,7.1 - 8.1
Arkansas,Perry,8.1,7.1 - 8.1
Georgia,Dodge,8.1,7.1 - 8.1
Georgia,Madison,8.1,7.1 - 8.1
Georgia,Marion,8.1,7.1 - 8.1
Georgia,Montgomery,8.1,7.1 - 8.1
Georgia,Pierce,8.1,7.1 - 8.1
Georgia,Washington,8.1,7.1 - 8.1
Georgia,Wilkes,8.1,7.1 - 8.1
Idaho,Butte,8.1,7.1 - 8.1
Illinois,Fayette,8.1,7.1 - 8.1
Indiana,Elkhart,8.1,7.1 - 8.1
Indiana,Henry,8.1,7.1 - 8.1
Indiana,Jackson,8.1,7.1 - 8.1
Indiana,Wabash,8.1,7.1 - 8.1
Kansas,Chautauqua,8.1,7.1 - 8.1
Kansas,Elk,8.1,7.1 - 8.1
Kentucky,Bullitt,8.1,7.1 - 8.1
Kentucky,Madison,8.1,7.1 - 8.1
Louisiana,Lafourche,8.1,7.1 - 8.1
Louisiana,Lincoln,8.1,7.1 - 8.1
Louisiana,Terrebonne,8.1,7.1 - 8.1
Michigan,Hillsdale,8.1,7.1 - 8.1
Michigan,Isabella,8.1,7.1 - 8.1
Michigan,Osceola,8.1,7.1 - 8.1
Michigan,Sanilac,8.1,7.1 - 8.1
Michigan,Schoolcraft,8.1,7.1 - 8.1
Mississippi,Clarke,8.1,7.1 - 8.1
Mississippi,Smith,8.1,7.1 - 8.1
Mississippi,Winston,8.1,7.1 - 8.1
Missouri,Newton,8.1,7.1 - 8.1
Missouri,Phelps,8.1,7.1 - 8.1
Missouri,Ray,8.1,7.1 - 8.1
Missouri,Taney,8.1,7.1 - 8.1
Nevada,Eureka,8.1,7.1 - 8.1
New Mexico,Catron,8.1,7.1 - 8.1
New York,Chautauqua,8.1,7.1 - 8.1
North Carolina,Anson,8.1,7.1 - 8.1
North Carolina,Bladen,8.1,7.1 - 8.1
North Carolina,Edgecombe,8.1,7.1 - 8.1
North Carolina,Martin,8.1,7.1 - 8.1
North Carolina,Surry,8.1,7.1 - 8.1
North Carolina,Wilson,8.1,7.1 - 8.1
Ohio,Knox,8.1,7.1 - 8.1
Ohio,Paulding,8.1,7.1 - 8.1
Ohio,Wayne,8.1,7.1 - 8.1
Oklahoma,Greer,8.1,7.1 - 8.1
Oklahoma,Tillman,8.1,7.1 - 8.1
Tennessee,Anderson,8.1,7.1 - 8.1
Tennessee,Bradley,8.1,7.1 - 8.1
Tennessee,Madison,8.1,7.1 - 8.1
Texas,Anderson,8.1,7.1 - 8.1
Texas,Jones,8.1,7.1 - 8.1
Texas,Lamar,8.1,7.1 - 8.1
Texas,Nolan,8.1,7.1 - 8.1
Texas,San Saba,8.1,7.1 - 8.1
Texas,Walker,8.1,7.1 - 8.1
Virginia,Essex,8.1,7.1 - 8.1
Virginia,Halifax,8.1,7.1 - 8.1
Virginia,Page,8.1,7.1 - 8.1
Virginia,Pittsylvania,8.1,7.1 - 8.1
Alabama,Butler,8.2,8.2 - 15.8
Alabama,Calhoun,8.2,8.2 - 15.8
Alabama,Randolph,8.2,8.2 - 15.8
Arkansas,Cleveland,8.2,8.2 - 15.8
Arkansas,Crittenden,8.2,8.2 - 15.8
Arkansas,Howard,8.2,8.2 - 15.8
Arkansas,Independence,8.2,8.2 - 15.8
Arkansas,Pike,8.2,8.2 - 15.8
Arkansas,Pope,8.2,8.2 - 15.8
Georgia,Echols,8.2,8.2 - 15.8
Georgia,Gordon,8.2,8.2 - 15.8
